,sentences,labels
2235,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral
2236,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",positive
2237,Sales increased due to growing market rates and increased operations .,positive
2238,"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",neutral
2239,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive
2240,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive
2241,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive
2242,Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .,neutral
2243,"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral
2244,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral
2245,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive
2246,"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",neutral
2247,"Previously , it projected the figure to be slightly lower than in 2009 .",neutral
2248,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive
2249,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,neutral
2250,Why not subscribe to the magazine ?,neutral
2251,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral
2252,Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,neutral
2253,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,positive
2254,The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral
2255,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
2256,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral
2257,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral
2258,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",neutral
2259,The veneer and plywood industry in Sweden is quite small despite the raw material resources .,neutral
2260,"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral
2261,"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral
2262,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,neutral
2263,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",neutral
2264,"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral
2265,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral
2266,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral
2267,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",negative
2268,"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",neutral
2269,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral
2270,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive
2271,The results will enable the preparation of a conceptual plant design and capital estimates .,neutral
2272,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",neutral
2273,The company said it estimates to make a slight profit thanks to cost-cutting measures .,positive
2274,Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,neutral
2275,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,positive
2276,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative
2277,"Entire paper mills may be set up , especially in the new EU member states .",neutral
2278,Rosa is one of the best-known Duckburg illustrators .,neutral
2279,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral
2280,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive
2281,Work on the assignment has already started and is due for completion in spring 2011 .,neutral
2282,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative
2283,Curators have divided their material into eight themes .,neutral
2284,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral
2285,KONE is listed on the Nordic Exchange in Helsinki .,neutral
2286,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral
